x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
8.16569838411,9.47650788843,6.22091499363,8.55253189315,9.51524424357,5.25037056443,6.70209977292,7.44899728306,6.13754563873,7.08011274268,9.04007948305,9.97105371145,7.8795397889,8.10080711236,0.801772441589,1.88711229972,9.86360354236,2.49645724439,1.74344429602,3.03294446553
9.08552416538,8.21603275965,8.0718643575,8.96900397335,6.04357639515,7.80865202099,1.5974074009,3.05222762577,2.81329985865,1.44188496051,9.77924334765,6.54129742682,5.30882128387,4.60299565216,0.208339576365,7.63261754328,2.33204781384,4.12901072623,0.403823747764,2.14111681265
1.66803608625,7.83652546743,8.7957949711,4.37726266601,7.81458581032,4.36767538704,3.36796098815,2.73822028009,5.56961927187,3.78097601185,3.24507841095,4.32963164745,3.36414475788,3.41176512499,4.14243640875,8.45505085693,1.43307778395,8.4491345901,4.59267510778,1.74140009738
0.418137195485,3.71870851287,5.94121649696,5.16001097623,6.50859907155,6.13322871601,6.10114373005,2.40881839515,3.24757200229,2.10040485041,0.0956621501501,9.95292648737,3.09183934324,2.07901497285,2.94078827335,9.02369156711,8.9086036198,3.232605003,2.44848950779,4.89975369103
6.66887667907,0.548822437579,0.31114862551,4.21204122975,1.75888542972,0.996068015411,0.763753775303,4.49810512625,5.70702733123,1.48143219984,5.88481353905,8.71037638344,9.06631366234,9.20095343748,2.81738263656,7.13304506157,7.66572943165,2.43903729345,0.127442052111,2.08404358602
7.35184508775,7.19103026629,7.38735976592,6.83173972764,7.1987033629,6.86920109352,7.48983006953,9.23649804678,5.60884449366,0.228882709555,1.3918409773,5.81397864767,8.52594293203,6.16574349142,5.13868726885,9.69886548947,0.82008161124,4.389144041,1.05090686136,5.80642300897
5.3178333138,8.77811378013,0.852909565328,3.43715147284,7.89515055516,7.81779227349,3.64066749859,0.479058948968,9.59199808361,8.82271397356,8.60637577712,8.37739716686,2.60680434207,1.62725593359,3.02480796402,4.93351610595,2.52197192139,1.78360679011,6.84007455762,4.48954839552
3.8386133658,1.80039286253,4.67109566256,5.88347911629,8.99997192575,3.40740996527,2.45608326459,8.33687195865,6.32156616456,6.74693145886,3.29062114015,2.59210521461,1.22435336313,0.656142125726,8.86893689263,5.98097920689,6.04103336525,1.83685624108,0.997933967333,4.06441600594
3.70260700894,5.31812796207,3.74083268752,7.36697397235,7.19820556372,9.03174100668,2.34471053024,5.63635863668,5.32799467794,0.400915377783,8.74063265483,4.17160827996,1.81817852418,5.86407688257,1.24718645929,2.22921545215,7.11871132901,9.65882465133,9.51746141377,0.804299413802
0.859450448408,9.35011243179,3.01925675341,6.7535577504,1.66009812578,3.0221593858,0.837995673841,3.15352542117,4.71407185141,4.10793273129,1.23501329086,1.87484503229,8.35389484529,0.707151718468,7.77822107884,7.90933951045,6.93600213891,1.73693150797,3.71894811702,7.56467361236
4.81285266262,3.98071909029,9.39116113211,5.08733321531,1.96530767618,2.31354070364,4.0968957061,8.65090864575,9.82709862045,7.21327506434,5.8934532741,9.16536299925,5.27055354032,0.140003381743,8.5382978969,4.23607576816,5.73474684437,9.24421794001,6.05794315494,5.43440159024
5.84867855223,3.65964921146,8.30638407937,3.74372337148,9.30697556403,3.81784122278,3.36774600125,6.65592111909,7.95567942936,9.13835032031,8.57028355581,1.84007823419,2.44538902113,3.06857635141,4.9461796895,1.57583232356,7.57126964955,1.06746953614,2.95215566007,8.50183355443
1.67339647493,7.82002905663,5.69503859404,4.96406436877,4.3703068353,6.07002330723,2.42215949059,1.25539141804,5.53338287391,0.656241612399,2.24797000713,7.13494071384,2.75811740283,7.67177300667,8.16363206716,7.1276376893,4.46231794309,4.52226049496,5.9698645869,1.75514125817
8.40658134261,0.65388921899,6.00241034509,5.73087540846,8.28681392667,8.37252239882,5.90675081649,1.61955981112,3.74038250811,3.71592968878,9.21518781784,5.34012979561,6.31620370827,1.45497301938,0.484500281985,9.99731839752,4.552209013,3.97987511034,9.69253366479,0.798628129169
